video_path,duration_s,frames_analyzed,fps_effective,blink_count,blink_rate_pm,ear_mean,ear_std
/content/drive/MyDrive/Capstone2025_DeepfakeDetection/data/real/real001.mp4,15.84,198,15.0,6,27.272727272727273,0.3497425974451397,0.09798396766633086
/content/drive/MyDrive/Capstone2025_DeepfakeDetection/data/real/real002.mp4,18.4,230,15.0,1,3.913043478260869,0.4528376273478411,0.09303478338154522
/content/drive/MyDrive/Capstone2025_DeepfakeDetection/data/real/real003.mp4,23.1,347,15.0,6,15.561959654178676,0.44551336506527917,0.1188631001591291
/content/drive/MyDrive/Capstone2025_DeepfakeDetection/data/real/real004.mp4,12.12,152,15.0,5,29.605263157894736,0.23436234404156456,0.12174980038113603
/content/drive/MyDrive/Capstone2025_DeepfakeDetection/data/real/real005.mp4,12.36,155,15.0,3,17.419354838709676,0.4874224651513729,0.13850373614372047
/content/drive/MyDrive/Capstone2025_DeepfakeDetection/data/real/real006.mp4,15.4,193,15.0,3,13.98963730569948,0.40283271064302834,0.0812423986889155
/content/drive/MyDrive/Capstone2025_DeepfakeDetection/data/real/real007.mp4,10.333333333333334,155,15.0,1,5.806451612903226,0.5002658706005716,0.15577572362320155
/content/drive/MyDrive/Capstone2025_DeepfakeDetection/data/real/real008.mp4,20.2,253,15.0,4,14.229249011857705,0.3295865184699083,0.09547367350992754
/content/drive/MyDrive/Capstone2025_DeepfakeDetection/data/real/real009.mp4,25.48,319,15.0,2,5.6426332288401255,0.36924228745425236,0.08139889886239761
/content/drive/MyDrive/Capstone2025_DeepfakeDetection/data/real/real010.mp4,19.6,294,15.0,8,24.489795918367342,0.3020911842871942,0.07275734009273059
/content/drive/MyDrive/Capstone2025_DeepfakeDetection/data/real/real011.mp4,18.96,237,15.0,0,0.0,0.404109980970501,0.045725028663992355
/content/drive/MyDrive/Capstone2025_DeepfakeDetection/data/real/real012.mp4,26.333333333333332,316,15.0,0,0.0,0.5101234421908636,0.03507200539165041
/content/drive/MyDrive/Capstone2025_DeepfakeDetection/data/real/real013.mp4,14.52,182,15.0,4,19.78021978021978,0.33952555885174823,0.07362593528584084
/content/drive/MyDrive/Capstone2025_DeepfakeDetection/data/real/real014.mp4,13.28,166,15.0,9,48.795180722891565,0.37687124019378476,0.1926575865325089
/content/drive/MyDrive/Capstone2025_DeepfakeDetection/data/real/real015.mp4,22.533333333333335,338,15.0,9,23.964497041420117,0.27007233582586865,0.0445448430553836
/content/drive/MyDrive/Capstone2025_DeepfakeDetection/data/real/real016.mp4,14.566666666666666,219,15.0,5,20.547945205479454,0.26175245828241567,0.11086481748076911
/content/drive/MyDrive/Capstone2025_DeepfakeDetection/data/real/real017.mp4,22.6,339,15.0,6,15.929203539823007,0.3620134076983261,0.06653661553444332
/content/drive/MyDrive/Capstone2025_DeepfakeDetection/data/real/real018.mp4,13.266666666666667,199,15.0,3,13.567839195979898,0.4182102353260032,0.08844304614142312
/content/drive/MyDrive/Capstone2025_DeepfakeDetection/data/real/real019.mp4,14.4,216,15.0,4,16.666666666666664,0.3318299370494306,0.06975082439599219
/content/drive/MyDrive/Capstone2025_DeepfakeDetection/data/real/real020.mp4,46.166666666666664,693,15.0,13,16.883116883116884,0.4194308486660892,0.11232235407035503
/content/drive/MyDrive/Capstone2025_DeepfakeDetection/data/real/real021.mp4,15.6,195,15.0,6,27.69230769230769,0.3574298208097529,0.0966956535952159
/content/drive/MyDrive/Capstone2025_DeepfakeDetection/data/real/real022.mp4,14.366666666666667,216,15.0,16,66.66666666666666,0.32594110565022794,0.12815972830381028
/content/drive/MyDrive/Capstone2025_DeepfakeDetection/data/real/real023.mp4,10.833333333333334,163,15.0,1,5.521472392638037,0.5679965242057285,0.11629701552457168
/content/drive/MyDrive/Capstone2025_DeepfakeDetection/data/real/real024.mp4,22.12,277,15.0,2,6.498194945848375,0.4173001011168485,0.07321526472389846
/content/drive/MyDrive/Capstone2025_DeepfakeDetection/data/real/real025.mp4,12.24,153,15.0,0,0.0,0.44694878009278804,0.05927672679193246
/content/drive/MyDrive/Capstone2025_DeepfakeDetection/data/real/real026.mp4,24.9,374,15.0,7,16.844919786096256,0.4484097827345801,0.10164864407881291
/content/drive/MyDrive/Capstone2025_DeepfakeDetection/data/real/real027.mp4,12.88,161,15.0,1,5.590062111801243,0.35183764824280744,0.10967436386153598
/content/drive/MyDrive/Capstone2025_DeepfakeDetection/data/real/real028.mp4,10.5,158,15.0,7,39.87341772151899,0.3698794068384057,0.11985975808450097
/content/drive/MyDrive/Capstone2025_DeepfakeDetection/data/real/real029.mp4,14.466666666666667,217,15.0,3,12.442396313364055,0.4404027837184052,0.1046043768554856
/content/drive/MyDrive/Capstone2025_DeepfakeDetection/data/real/real030.mp4,16.64,208,15.0,1,4.326923076923077,0.46187298569380797,0.06467676296529393
/content/drive/MyDrive/Capstone2025_DeepfakeDetection/data/real/real031.mp4,9.9,149,15.0,6,36.241610738255034,0.4437578877286289,0.19974910314033859
/content/drive/MyDrive/Capstone2025_DeepfakeDetection/data/real/real032.mp4,16.066666666666666,241,15.0,10,37.344398340248965,0.42738891741313634,0.14250553057894264
/content/drive/MyDrive/Capstone2025_DeepfakeDetection/data/real/real033.mp4,10.333333333333334,155,15.0,5,29.032258064516128,0.4235068086022607,0.1314175265320782
/content/drive/MyDrive/Capstone2025_DeepfakeDetection/data/real/real034.mp4,32.36,405,15.0,2,4.444444444444445,0.4196703853318326,0.05560325021197389
/content/drive/MyDrive/Capstone2025_DeepfakeDetection/data/real/real035.mp4,13.566666666666666,204,15.0,6,26.47058823529412,0.32087401970201074,0.09169328016164448
/content/drive/MyDrive/Capstone2025_DeepfakeDetection/data/real/real036.mp4,16.92,212,15.0,6,25.471698113207548,0.35875238086868894,0.09437541940948835
/content/drive/MyDrive/Capstone2025_DeepfakeDetection/data/real/real037.mp4,13.48,169,15.0,2,10.650887573964496,0.3495871182094984,0.048496463072110176
/content/drive/MyDrive/Capstone2025_DeepfakeDetection/data/real/real038.mp4,18.16,227,15.0,7,27.75330396475771,0.3163445725338979,0.08842664781757911
